,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
30,Hallau (Klettgau),,,,2022-03-13,
31,Andelfingen,2022-09-23,30.0,16.8,2022-03-10,16.8
32,Herisau (Bachwis),2022-09-23,43.5,20.2,2022-03-17,20.2
33,Lyss,2022-09-21,26.0,11.9,2022-03-10,11.9
34,Appenzell (Boedeli),,,,2022-03-31,
35,St.Gallen (Au),2022-09-20,8.7,-0.3,2022-04-01,0.3
36,St.Gallen (Hofen),,,,2022-03-07,
37,Aarwangen (Zala),2022-09-22,18.5,3.5,2022-02-10,3.5
38,Steinach (Morgental),2022-09-21,27.9,18.5,2022-03-17,18.5
39,Au (Rosenbergsau),2022-09-21,34.3,18.3,2022-03-07,18.3
40,Altenrhein,2022-09-22,16.0,-7.9,2022-03-15,7.9
41,Buchs,2022-09-23,14.0,3.5,2022-03-07,3.5
42,Bad Ragaz,2022-09-21,21.4,12.6,2022-03-05,12.6
43,Flums (Seez),2022-09-21,7.9,0.6,2022-03-05,0.6
44,Rapperswil-Jona,2022-09-22,24.9,13.8,2022-03-06,13.8
45,Flawil (Oberglatt),,,,2022-03-07,
46,Wil,2022-09-21,15.8,9.8,2022-03-07,9.8
47,Region Bern,2022-09-23,22.9,6.3,2022-02-10,6.3
48,Poschiavo (Li Geri),2022-09-21,16.7,-0.8,2022-07-02,0.8
49,Schluein (Gruob),2022-09-21,8.7,-1.9,2022-03-31,1.9
50,Worblental,2022-09-22,20.6,3.1,2022-03-06,3.1
51,Cazis (Waldau),2022-09-21,2.7,0.8,2022-04-07,0.8
52,Scuol (Sot Ruinas),2022-09-21,18.0,11.0,2022-07-02,11.0
53,S-chanf (Oberengadin),2022-09-21,17.4,4.0,2022-06-30,4.0
54,Davos (Gadenstatt),2022-09-21,10.1,4.6,2022-02-26,4.6
55,Klosters (Gulfia),2022-09-21,11.2,7.8,2022-06-30,7.8
56,Chur,2022-09-22,17.5,6.4,2022-03-12,6.4
57,Arosa,2022-09-21,3.5,1.7,2022-04-09,1.7
58,Landquart,,,,2022-03-24,
59,Seewis (Vorderes Prättigau),2022-09-21,5.3,-0.8,2022-02-28,0.8
60,Aarau,,,,2022-07-20,
61,Baden,,,,2022-03-08,
62,Bremgarten,,,,2022-07-22,
63,Wohlen,,,,2022-03-10,
64,Moossee-Urtenenbach,2022-09-23,5.7,-4.3,2022-03-07,4.3
65,Brugg,,,,2022-03-07,
66,Reinach,,,,2022-03-10,
67,Kaisten,,,,2022-07-19,
68,Lenzburg,,,,2022-03-08,
69,Aarburg,,,,2022-03-07,
70,Zofingen,,,,2022-03-10,
71,"Hefenhofen (Aachtal, Moos)",2022-09-21,9.8,6.6,2022-03-05,6.6
72,Frauenfeld,2022-09-21,27.8,13.0,2022-03-05,13.0
73,Weinfelden (Mittelthurgau),2022-09-20,47.3,29.0,2022-03-05,29.0
74,Bellinzona (Giubiasco),2022-09-23,9.7,-0.1,2022-03-22,0.1
75,Locarno (Foce Ticino),2022-09-23,18.2,-3.4,2022-03-25,3.4
76,Locarno (Foce Maggia),2022-09-23,6.9,-29.4,2022-03-22,29.4
77,Lugano,2022-09-22,21.4,1.8,2022-03-13,1.8
78,Mendrisio (Rancate),2022-09-23,12.9,-7.8,2022-02-10,7.8
79,Chiasso (Vacallo),2022-09-23,8.3,-9.8,2022-02-10,9.8
80,Bülach,2022-09-23,36.9,20.6,2022-03-10,20.6
81,Lausanne (Vidy),2022-09-22,39.3,17.5,2022-03-07,17.5
82,Morges,2022-09-22,19.0,2.4,2022-03-06,2.4
83,Commugny,2022-09-23,51.0,29.7,2022-03-07,29.7
84,Gland (Apec),2022-09-21,40.5,19.2,2022-03-30,19.2
85,Nyon,,,,2022-03-28,
86,Grindelwald,,,,2022-07-11,
87,Lauterbrunnen,2022-09-23,31.0,-29.7,2022-02-10,29.7
88,Montreux/Pierrier,2022-09-22,53.9,16.4,2022-07-11,16.4
89,Vevey (Aviron),2022-09-22,35.9,2.6,2022-03-05,2.6
90,Interlaken,2022-09-21,38.7,,2022-03-07,
91,Yverdon,,,,2022-07-11,
92,Brig-Glis (Briglina),2022-09-23,100.0,63.1,2022-09-23,63.1
93,Bagnes-Le Châble,,,,2022-07-11,
94,Goms,2022-09-21,44.6,21.8,2022-07-17,21.8
95,Martigny,,,,2022-09-17,
96,Sierre/Noes,2022-09-23,91.0,60.9,2022-07-11,60.9
97,Sion/Chateauneuf,2022-09-23,16.9,3.5,2022-06-18,3.5
98,Zermatt,2022-09-20,75.4,15.1,2022-07-15,15.1
99,Colombier (La Saunerie),2022-09-22,10.2,-9.0,2022-03-13,9.0
100,La-Chaux-de-Fonds,2022-09-22,1.9,-0.0,2022-03-06,-0.0
101,Neuchatel,2022-09-22,13.8,-3.6,2022-03-12,3.6
102,Satigny/Bois-de-Bay,,,,2022-03-21,
103,Thonex/Villette,,,,2022-03-25,
104,Aire,2022-09-22,19.6,2.3,2022-07-04,2.3
105,Laupen,2022-09-22,16.5,3.1,2022-03-12,3.1
106,Delemont (Sede),2022-09-23,24.1,7.4,2022-02-10,7.4
107,Porrentruy (Sepe),2022-09-21,60.7,-10.6,2022-03-04,10.6
108,Biel,2022-09-22,29.8,12.9,2022-03-06,12.9
109,Saanen,2022-09-22,29.5,-6.1,2022-03-08,6.1
110,Niederglatt (Fischb.-Gl.),2022-09-23,19.0,4.9,2022-07-11,4.9
111,Thunersee,2022-09-22,34.9,21.3,2022-03-08,21.3
112,Mittl. Emmental,2022-09-22,13.7,6.9,2022-03-05,6.9
