,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
53,S-chanf (Oberengadin),2022-11-09,12.4,-2.3,2022-06-30,2.3
54,Davos (Gadenstatt),2022-11-09,6.1,1.5,2022-02-26,1.5
55,Klosters (Gulfia),2022-11-09,30.4,-44.5,2022-06-30,44.5
56,Chur,2022-11-08,21.3,5.7,2022-03-12,5.7
57,Arosa,2022-11-09,3.8,0.8,2022-04-09,0.8
58,Landquart,2022-11-09,100.0,76.4,2022-11-07,76.4
59,Seewis (Vorderes Prättigau),2022-11-09,16.0,10.0,2022-02-28,10.0
60,Aarau,,,,2022-07-20,
61,Baden,,,,2022-03-08,
62,Bremgarten,,,,2022-07-22,
63,Wohlen,,,,2022-03-10,
64,Moossee-Urtenenbach,2022-11-11,13.1,0.9,2022-03-07,0.9
65,Brugg,,,,2022-03-07,
66,Reinach,,,,2022-03-10,
67,Kaisten,,,,2022-07-19,
68,Lenzburg,,,,2022-03-08,
69,Aarburg,,,,2022-03-07,
70,Zofingen,,,,2022-03-10,
71,"Hefenhofen (Aachtal, Moos)",2022-11-09,3.4,-6.1,2022-03-05,6.1
72,Frauenfeld,2022-11-09,18.7,-3.6,2022-03-05,3.6
73,Weinfelden (Mittelthurgau),2022-11-11,23.2,7.8,2022-03-05,7.8
74,Bellinzona (Giubiasco),2022-11-10,19.3,8.9,2022-03-22,8.9
75,Locarno (Foce Ticino),2022-11-11,29.4,2.4,2022-03-25,2.4
76,Locarno (Foce Maggia),2022-11-11,17.2,-4.3,2022-03-22,4.3
77,Lugano,2022-11-08,14.6,-5.9,2022-03-13,5.9
78,Mendrisio (Rancate),2022-11-10,28.5,13.9,2022-02-10,13.9
79,Chiasso (Vacallo),2022-11-11,30.1,16.9,2022-10-08,16.9
80,Bülach,2022-11-06,26.3,12.4,2022-03-10,12.4
81,Lausanne (Vidy),2022-11-11,42.1,12.0,2022-03-07,12.0
82,Morges,,,,2022-03-06,
83,Commugny,,,,2022-03-07,
84,Gland (Apec),,,,2022-03-30,
85,Nyon,,,,2022-03-28,
86,Grindelwald,2022-11-09,9.9,0.3,2022-07-11,0.3
87,Lauterbrunnen,2022-11-10,12.5,5.9,2022-02-10,5.9
88,Montreux/Pierrier,,,,2022-07-11,
89,Vevey (Aviron),,,,2022-03-05,
90,Interlaken,2022-11-06,35.6,6.3,2022-03-07,6.3
91,Yverdon,,,,2022-07-11,
92,Brig-Glis (Briglina),2022-11-11,33.8,9.5,2022-09-24,9.5
93,Bagnes-Le Châble,2022-11-08,22.8,3.2,2022-07-11,3.2
94,Goms,2022-11-10,39.8,,2022-07-17,
95,Martigny,2022-11-09,15.2,-4.5,2022-10-06,4.5
96,Sierre/Noes,2022-11-10,48.0,7.0,2022-10-15,7.0
97,Sion/Chateauneuf,2022-11-10,9.6,-11.7,2022-06-18,11.7
98,Zermatt,2022-11-10,10.2,-1.9,2022-07-15,1.9
99,Colombier (La Saunerie),2022-11-10,12.1,-20.4,2022-10-02,20.4
100,La-Chaux-de-Fonds,2022-11-10,8.5,1.1,2022-03-06,1.1
101,Neuchatel,2022-11-10,20.8,-13.2,2022-03-12,13.2
102,Satigny/Bois-de-Bay,,,,2022-03-21,
103,Thonex/Villette,,,,2022-03-25,
104,Aire,2022-11-08,43.7,5.0,2022-07-04,5.0
105,Laupen,2022-11-08,20.7,-0.9,2022-03-12,0.9
106,Delemont (Sede),2022-11-11,19.1,-6.4,2022-02-10,6.4
107,Porrentruy (Sepe),2022-11-10,22.1,-36.0,2022-03-04,36.0
108,Biel,2022-11-10,28.4,3.9,2022-03-06,3.9
109,Saanen,2022-11-10,6.0,-10.6,2022-03-08,10.6
110,Niederglatt (Fischb.-Gl.),2022-11-06,55.7,24.1,2022-07-11,24.1
111,Thunersee,2022-11-10,17.8,-4.2,2022-03-08,4.2
112,Mittl. Emmental,2022-11-10,9.9,-0.3,2022-03-05,0.3
