,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
82,Locarno (Foce Ticino),,,,2022-03-25,
83,Locarno (Foce Maggia),2023-05-12,12.0,-14.6,2022-03-22,14.6
84,Lugano,2023-05-11,20.2,7.5,2022-03-13,7.5
85,Mendrisio (Rancate),,,,2022-02-10,
86,Chiasso (Vacallo),2023-05-12,13.4,-26.9,2022-10-08,26.9
87,Bülach,,,,2023-04-18,
88,Lausanne (Vidy),2023-05-10,20.4,1.5,2022-03-07,1.5
89,Morges,,,,2022-03-06,
90,Commugny,,,,2022-03-07,
91,Gland (Apec),,,,2022-03-30,
92,Nyon,,,,2022-03-28,
93,Grindelwald,2023-05-11,13.1,-14.6,2022-07-11,14.6
94,Lauterbrunnen,,,,2022-02-10,
95,Montreux/Pierrier,,,,2022-07-11,
96,Vevey (Aviron),,,,2022-03-05,
97,Interlaken,,,,2022-03-07,
98,Yverdon,,,,2022-07-11,
99,Brig-Glis (Briglina),2023-05-12,8.9,-3.9,2022-09-24,3.9
100,Bagnes-Le Châble,2023-05-10,3.4,-6.2,2023-02-23,6.2
101,Goms,,,,2022-07-17,
102,Martigny,2023-05-10,2.9,-2.9,2022-10-10,2.9
103,Sierre/Noes,2023-05-12,2.5,-2.2,2023-04-30,2.2
104,Sion/Chateauneuf,,,,2022-06-18,
105,Zermatt,,,,2022-07-15,
106,Colombier (La Saunerie),,,,2022-10-02,
107,La-Chaux-de-Fonds,,,,2022-03-06,
108,Neuchatel,2023-05-10,13.6,-10.2,2022-03-12,10.2
109,Satigny/Bois-de-Bay,,,,2022-03-21,
110,Thonex/Villette,,,,2022-03-25,
111,Aire,2023-05-11,13.5,-7.9,2022-12-03,7.9
112,Laupen,2023-05-09,10.2,-0.2,2022-03-12,0.2
113,Delemont (Sede),2023-05-11,2.3,0.3,2023-04-10,0.3
114,Porrentruy (Sepe),2023-05-11,8.7,2.6,2022-11-17,2.6
115,Biel,,,,2022-03-06,
116,Saanen,,,,2022-03-08,
117,Niederglatt (Fischb.-Gl.),,,,2022-07-11,
118,Thunersee,2023-05-09,3.0,-1.4,2022-03-08,1.4
119,Mittl. Emmental,,,,2022-03-05,
