,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
66,Aarau,,,,2022-12-04,
67,Burgdorf,,,,2022-10-17,
68,Baden,,,,2022-12-09,
69,Bremgarten,,,,2022-07-22,
70,Wohlen,,,,2022-12-09,
71,Moossee-Urtenenbach,,,,2022-03-07,
72,Brugg,,,,2022-12-10,
73,Reinach,,,,2022-03-10,
74,Kaisten,,,,2022-07-19,
75,Lenzburg,,,,2022-11-29,
76,Aarburg,,,,2022-03-07,
77,Zofingen,,,,2022-12-23,
78,"Hefenhofen (Aachtal, Moos)",,,,2022-03-05,
79,Frauenfeld,2023-04-19,6.7,0.7,2022-03-05,0.7
80,Weinfelden (Mittelthurgau),,,,2022-03-05,
81,Bellinzona (Giubiasco),,,,2022-03-22,
82,Locarno (Foce Ticino),,,,2022-03-25,
83,Locarno (Foce Maggia),2023-04-21,3.8,-2.0,2022-03-22,2.0
84,Lugano,2023-04-20,10.5,-4.9,2022-03-13,4.9
85,Mendrisio (Rancate),,,,2022-02-10,
86,Chiasso (Vacallo),2023-04-21,5.3,-3.6,2022-10-08,3.6
87,Bülach,2023-04-20,100.0,91.2,2023-04-18,91.2
88,Lausanne (Vidy),2023-04-19,18.1,-0.4,2022-03-07,0.4
89,Morges,,,,2022-03-06,
90,Commugny,,,,2022-03-07,
91,Gland (Apec),,,,2022-03-30,
92,Nyon,,,,2022-03-28,
93,Grindelwald,,,,2022-07-11,
94,Lauterbrunnen,,,,2022-02-10,
95,Montreux/Pierrier,,,,2022-07-11,
96,Vevey (Aviron),,,,2022-03-05,
97,Interlaken,,,,2022-03-07,
98,Yverdon,,,,2022-07-11,
99,Brig-Glis (Briglina),2023-04-21,8.5,-6.2,2022-09-24,6.2
100,Bagnes-Le Châble,,,,2023-02-23,
101,Goms,,,,2022-07-17,
102,Martigny,2023-04-19,11.1,-1.7,2022-10-10,1.7
103,Sierre/Noes,2023-04-21,4.2,-6.8,2023-03-26,6.8
104,Sion/Chateauneuf,,,,2022-06-18,
105,Zermatt,,,,2022-07-15,
106,Colombier (La Saunerie),,,,2022-10-02,
107,La-Chaux-de-Fonds,,,,2022-03-06,
108,Neuchatel,2023-04-19,9.7,-9.2,2022-03-12,9.2
109,Satigny/Bois-de-Bay,,,,2022-03-21,
110,Thonex/Villette,,,,2022-03-25,
111,Aire,2023-04-20,14.2,-21.4,2022-12-03,21.4
112,Laupen,2023-04-18,10.4,-1.2,2022-03-12,1.2
113,Delemont (Sede),2023-04-20,3.3,-65.7,2023-04-10,65.7
114,Porrentruy (Sepe),2023-04-19,14.4,-2.6,2022-11-17,2.6
115,Biel,,,,2022-03-06,
116,Saanen,,,,2022-03-08,
117,Niederglatt (Fischb.-Gl.),,,,2022-07-11,
118,Thunersee,2023-04-19,14.1,8.3,2022-03-08,8.3
119,Mittl. Emmental,,,,2022-03-05,
