,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
44,Rapperswil-Jona,2022-10-13,9.9,-6.7,2022-03-06,6.7
45,Flawil (Oberglatt),,,,2022-03-07,
46,Wil,2022-10-12,16.5,-4.2,2022-03-07,4.2
47,Region Bern,2022-10-14,30.8,11.5,2022-02-10,11.5
48,Poschiavo (Li Geri),2022-10-12,64.6,-5.4,2022-07-02,5.4
49,Schluein (Gruob),2022-10-12,53.6,10.1,2022-03-31,10.1
50,Worblental,,,,2022-03-06,
51,Cazis (Waldau),2022-10-12,8.3,0.0,2022-04-07,0.0
52,Scuol (Sot Ruinas),2022-10-12,38.7,7.5,2022-07-02,7.5
53,S-chanf (Oberengadin),2022-10-12,28.3,8.7,2022-06-30,8.7
54,Davos (Gadenstatt),2022-10-12,13.3,-1.1,2022-02-26,1.1
55,Klosters (Gulfia),2022-10-12,23.5,-2.4,2022-06-30,2.4
56,Chur,,,,2022-03-12,
57,Arosa,2022-10-12,9.0,2.1,2022-04-09,2.1
58,Landquart,2022-10-12,47.8,-6.5,2022-03-24,6.5
59,Seewis (Vorderes Prättigau),2022-10-12,20.5,2.0,2022-02-28,2.0
60,Aarau,,,,2022-07-20,
61,Baden,,,,2022-03-08,
62,Bremgarten,,,,2022-07-22,
63,Wohlen,,,,2022-03-10,
64,Moossee-Urtenenbach,2022-10-14,11.8,-2.3,2022-03-07,2.3
65,Brugg,,,,2022-03-07,
66,Reinach,,,,2022-03-10,
67,Kaisten,,,,2022-07-19,
68,Lenzburg,,,,2022-03-08,
69,Aarburg,,,,2022-03-07,
70,Zofingen,,,,2022-03-10,
71,"Hefenhofen (Aachtal, Moos)",2022-10-12,6.2,-9.6,2022-03-05,9.6
72,Frauenfeld,2022-10-12,35.9,-9.5,2022-03-05,9.5
73,Weinfelden (Mittelthurgau),2022-10-14,48.3,34.1,2022-09-29,34.1
74,Bellinzona (Giubiasco),2022-10-14,31.3,12.5,2022-03-22,12.5
75,Locarno (Foce Ticino),2022-10-14,53.3,-9.8,2022-03-25,9.8
76,Locarno (Foce Maggia),2022-10-14,71.2,-22.2,2022-03-22,22.2
77,Lugano,2022-10-13,61.0,13.3,2022-03-13,13.3
78,Mendrisio (Rancate),2022-10-14,55.7,22.4,2022-02-10,22.4
79,Chiasso (Vacallo),2022-10-14,76.3,-13.2,2022-10-08,13.2
80,Bülach,2022-10-14,27.8,-11.2,2022-03-10,11.2
81,Lausanne (Vidy),2022-10-14,35.2,-11.4,2022-03-07,11.4
82,Morges,,,,2022-03-06,
83,Commugny,,,,2022-03-07,
84,Gland (Apec),,,,2022-03-30,
85,Nyon,,,,2022-03-28,
86,Grindelwald,,,,2022-07-11,
87,Lauterbrunnen,2022-10-13,20.7,-1.6,2022-02-10,1.6
88,Montreux/Pierrier,,,,2022-07-11,
89,Vevey (Aviron),,,,2022-03-05,
90,Interlaken,2022-10-12,50.8,-7.9,2022-03-07,7.9
91,Yverdon,,,,2022-07-11,
92,Brig-Glis (Briglina),2022-10-14,91.5,47.6,2022-09-24,47.6
93,Bagnes-Le Châble,,,,2022-07-11,
94,Goms,2022-10-13,46.7,10.6,2022-07-17,10.6
95,Martigny,2022-10-12,89.3,34.7,2022-10-06,34.7
96,Sierre/Noes,2022-10-14,100.0,27.1,2022-10-14,27.1
97,Sion/Chateauneuf,2022-10-13,35.7,10.2,2022-06-18,10.2
98,Zermatt,2022-10-13,49.8,-6.0,2022-07-15,6.0
99,Colombier (La Saunerie),2022-10-13,64.0,-19.5,2022-10-02,19.5
100,La-Chaux-de-Fonds,2022-10-13,11.8,1.4,2022-03-06,1.4
101,Neuchatel,2022-10-13,48.5,-22.3,2022-03-12,22.3
102,Satigny/Bois-de-Bay,,,,2022-03-21,
103,Thonex/Villette,,,,2022-03-25,
104,Aire,2022-10-13,42.9,-1.4,2022-07-04,1.4
105,Laupen,2022-10-13,36.5,11.8,2022-03-12,11.8
106,Delemont (Sede),2022-10-14,17.1,5.3,2022-02-10,5.3
107,Porrentruy (Sepe),2022-10-13,23.3,12.1,2022-03-04,12.1
108,Biel,2022-10-13,34.9,2.1,2022-03-06,2.1
109,Saanen,2022-10-14,62.9,-18.3,2022-03-08,18.3
110,Niederglatt (Fischb.-Gl.),2022-10-14,55.4,16.2,2022-07-11,16.2
111,Thunersee,2022-10-13,19.6,-3.0,2022-03-08,3.0
112,Mittl. Emmental,2022-10-13,14.7,-4.7,2022-03-05,4.7
