,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
34,Appenzell (Boedeli),,,,2022-03-31,
35,St.Gallen (Au),2022-12-15,4.2,-1.6,2022-04-01,1.6
36,St.Gallen (Hofen),2022-12-16,13.9,1.7,2022-03-07,1.7
37,Aarwangen (Zala),,,,2022-02-10,
38,Steinach (Morgental),2022-12-16,3.9,-5.2,2022-03-17,5.2
39,Au (Rosenbergsau),2022-12-14,10.8,-0.9,2022-03-07,0.9
40,Altenrhein,2022-12-15,25.0,-5.3,2022-03-15,5.3
41,Buchs,2022-12-09,6.9,-2.1,2022-03-07,2.1
42,Bad Ragaz,2022-12-14,7.5,-2.3,2022-03-05,2.3
43,Flums (Seez),2022-12-14,2.0,-1.6,2022-03-05,1.6
44,Rapperswil-Jona,2022-12-15,5.8,-2.6,2022-03-06,2.6
45,Flawil (Oberglatt),2022-12-11,10.4,-2.7,2022-03-07,2.7
46,Wil,2022-12-16,6.7,-0.6,2022-03-07,0.6
47,Region Bern,2022-12-15,11.3,3.9,2022-02-10,3.9
48,Poschiavo (Li Geri),2022-12-14,10.5,-4.1,2022-11-05,4.1
49,Schluein (Gruob),2022-12-14,16.2,-26.7,2022-03-31,26.7
50,Worblental,2022-12-15,13.7,-6.3,2022-03-06,6.3
51,Cazis (Waldau),2022-12-14,8.6,0.0,2022-04-07,0.0
52,Scuol (Sot Ruinas),2022-12-14,7.6,2.2,2022-07-02,2.2
53,S-chanf (Oberengadin),2022-12-14,23.6,8.5,2022-06-30,8.5
54,Davos (Gadenstatt),2022-12-14,11.0,0.9,2022-02-26,0.9
55,Klosters (Gulfia),2022-12-14,87.1,63.6,2022-06-30,63.6
56,Chur,2022-12-15,21.7,0.7,2022-03-12,0.7
57,Arosa,2022-12-14,20.5,5.1,2022-04-09,5.1
58,Landquart,2022-12-14,48.3,37.7,2022-11-07,37.7
59,Seewis (Vorderes Prättigau),2022-12-14,5.6,-3.5,2022-02-28,3.5
60,Aarau,,,,2022-07-20,
61,Baden,,,,2022-03-08,
62,Bremgarten,,,,2022-07-22,
63,Wohlen,,,,2022-03-10,
64,Moossee-Urtenenbach,2022-12-16,7.7,-0.3,2022-03-07,0.3
65,Brugg,,,,2022-03-07,
66,Reinach,,,,2022-03-10,
67,Kaisten,,,,2022-07-19,
68,Lenzburg,,,,2022-03-08,
69,Aarburg,,,,2022-03-07,
70,Zofingen,,,,2022-03-10,
71,"Hefenhofen (Aachtal, Moos)",2022-12-14,3.7,-2.8,2022-03-05,2.8
72,Frauenfeld,2022-12-14,14.7,2.9,2022-03-05,2.9
73,Weinfelden (Mittelthurgau),2022-12-11,10.9,-9.2,2022-03-05,9.2
74,Bellinzona (Giubiasco),2022-12-16,25.0,-10.8,2022-03-22,10.8
75,Locarno (Foce Ticino),2022-12-16,22.8,-15.5,2022-03-25,15.5
76,Locarno (Foce Maggia),2022-12-16,22.8,-9.9,2022-03-22,9.9
77,Lugano,2022-12-15,46.7,-7.3,2022-03-13,7.3
78,Mendrisio (Rancate),2022-12-16,27.4,-21.8,2022-02-10,21.8
79,Chiasso (Vacallo),2022-12-16,33.2,3.4,2022-10-08,3.4
80,Bülach,2022-12-16,30.5,-3.1,2022-03-10,3.1
81,Lausanne (Vidy),2022-12-16,35.8,-10.6,2022-03-07,10.6
82,Morges,,,,2022-03-06,
83,Commugny,,,,2022-03-07,
84,Gland (Apec),,,,2022-03-30,
85,Nyon,,,,2022-03-28,
86,Grindelwald,2022-12-15,6.1,-2.2,2022-07-11,2.2
87,Lauterbrunnen,,,,2022-02-10,
88,Montreux/Pierrier,,,,2022-07-11,
89,Vevey (Aviron),,,,2022-03-05,
90,Interlaken,2022-12-14,15.3,2.2,2022-03-07,2.2
91,Yverdon,,,,2022-07-11,
92,Brig-Glis (Briglina),2022-12-16,25.4,-0.6,2022-09-24,0.6
93,Bagnes-Le Châble,2022-12-13,71.7,3.5,2022-07-11,3.5
94,Goms,2022-12-09,11.4,-0.0,2022-07-17,-0.0
95,Martigny,2022-12-14,11.1,-0.1,2022-10-10,0.1
96,Sierre/Noes,2022-12-16,35.3,-9.0,2022-10-15,9.0
97,Sion/Chateauneuf,2022-12-09,13.7,-8.4,2022-06-18,8.4
98,Zermatt,2022-12-13,11.1,-9.2,2022-07-15,9.2
99,Colombier (La Saunerie),2022-12-15,61.1,14.0,2022-10-02,14.0
100,La-Chaux-de-Fonds,2022-12-15,9.6,-1.3,2022-03-06,1.3
101,Neuchatel,2022-12-15,32.0,-4.0,2022-03-12,4.0
102,Satigny/Bois-de-Bay,,,,2022-03-21,
103,Thonex/Villette,,,,2022-03-25,
104,Aire,2022-12-15,89.4,11.0,2022-12-03,11.0
105,Laupen,2022-12-15,31.8,3.0,2022-03-12,3.0
106,Delemont (Sede),2022-12-16,13.7,-5.8,2022-02-10,5.8
107,Porrentruy (Sepe),2022-12-14,29.0,4.8,2022-11-17,4.8
108,Biel,2022-12-15,24.0,5.6,2022-03-06,5.6
109,Saanen,2022-12-15,9.8,-5.0,2022-03-08,5.0
110,Niederglatt (Fischb.-Gl.),2022-12-16,40.7,12.9,2022-07-11,12.9
111,Thunersee,2022-12-15,10.6,4.2,2022-03-08,4.2
112,Mittl. Emmental,2022-12-15,4.7,-4.5,2022-03-05,4.5
