,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
32,Herisau (Bachwis),2022-10-27,23.4,-1.3,2022-03-17,1.3
33,Lyss,2022-10-26,26.1,-2.1,2022-03-10,2.1
34,Appenzell (Boedeli),2022-10-24,5.6,3.0,2022-03-31,3.0
35,St.Gallen (Au),2022-10-27,15.1,5.0,2022-04-01,5.0
36,St.Gallen (Hofen),2022-10-21,25.1,15.2,2022-03-07,15.2
37,Aarwangen (Zala),2022-10-20,17.5,-3.7,2022-02-10,3.7
38,Steinach (Morgental),2022-10-28,11.0,-4.5,2022-03-17,4.5
39,Au (Rosenbergsau),2022-10-23,33.8,-6.5,2022-03-07,6.5
40,Altenrhein,2022-10-27,30.8,-6.9,2022-03-15,6.9
41,Buchs,2022-10-21,7.9,-9.2,2022-03-07,9.2
42,Bad Ragaz,2022-10-26,12.3,-1.5,2022-03-05,1.5
43,Flums (Seez),2022-10-26,6.0,2.3,2022-03-05,2.3
44,Rapperswil-Jona,2022-10-27,16.2,7.6,2022-03-06,7.6
45,Flawil (Oberglatt),2022-10-26,51.0,18.6,2022-03-07,18.6
46,Wil,2022-10-28,14.9,3.9,2022-03-07,3.9
47,Region Bern,2022-10-27,16.8,1.8,2022-02-10,1.8
48,Poschiavo (Li Geri),2022-10-26,27.9,-2.1,2022-07-02,2.1
49,Schluein (Gruob),2022-10-26,15.1,1.9,2022-03-31,1.9
50,Worblental,2022-10-27,40.6,20.3,2022-03-06,20.3
51,Cazis (Waldau),2022-10-26,5.7,0.4,2022-04-07,0.4
52,Scuol (Sot Ruinas),2022-10-26,12.1,-13.6,2022-07-02,13.6
53,S-chanf (Oberengadin),2022-10-26,8.2,-4.3,2022-06-30,4.3
54,Davos (Gadenstatt),2022-10-26,6.4,-4.8,2022-02-26,4.8
55,Klosters (Gulfia),2022-10-26,15.1,-12.3,2022-06-30,12.3
56,Chur,2022-10-27,25.1,-1.6,2022-03-12,1.6
57,Arosa,2022-10-26,5.4,-8.6,2022-04-09,8.6
58,Landquart,2022-10-26,48.5,25.1,2022-03-24,25.1
59,Seewis (Vorderes Prättigau),2022-10-26,8.5,1.5,2022-02-28,1.5
60,Aarau,2022-10-24,9.6,3.4,2022-07-20,3.4
61,Baden,2022-10-22,3.1,-2.3,2022-03-08,2.3
62,Bremgarten,2022-10-22,5.3,-0.5,2022-07-22,0.5
63,Wohlen,2022-10-22,7.6,2.9,2022-03-10,2.9
64,Moossee-Urtenenbach,2022-10-26,11.7,4.0,2022-03-07,4.0
65,Brugg,2022-10-19,1.9,-3.9,2022-03-07,3.9
66,Reinach,,,,2022-03-10,
67,Kaisten,2022-10-20,0.9,0.3,2022-07-19,0.3
68,Lenzburg,2022-10-20,11.2,-3.2,2022-03-08,3.2
69,Aarburg,2022-10-22,4.2,-3.6,2022-03-07,3.6
70,Zofingen,2022-10-22,26.8,,2022-03-10,
71,"Hefenhofen (Aachtal, Moos)",2022-10-26,11.5,-0.8,2022-03-05,0.8
72,Frauenfeld,2022-10-26,27.9,-1.8,2022-03-05,1.8
73,Weinfelden (Mittelthurgau),2022-10-26,23.6,-13.7,2022-03-05,13.7
74,Bellinzona (Giubiasco),2022-10-28,14.2,-3.3,2022-03-22,3.3
75,Locarno (Foce Ticino),2022-10-28,26.9,0.9,2022-03-25,0.9
76,Locarno (Foce Maggia),2022-10-28,14.2,-12.8,2022-03-22,12.8
77,Lugano,2022-10-27,13.1,-29.6,2022-03-13,29.6
78,Mendrisio (Rancate),2022-10-28,18.5,-2.6,2022-02-10,2.6
79,Chiasso (Vacallo),2022-10-28,23.9,-10.0,2022-10-08,10.0
80,Bülach,2022-10-28,32.6,15.1,2022-03-10,15.1
81,Lausanne (Vidy),2022-10-27,47.0,-16.1,2022-03-07,16.1
82,Morges,,,,2022-03-06,
83,Commugny,,,,2022-03-07,
84,Gland (Apec),,,,2022-03-30,
85,Nyon,,,,2022-03-28,
86,Grindelwald,2022-10-26,53.4,-11.7,2022-07-11,11.7
87,Lauterbrunnen,2022-10-27,16.0,-8.9,2022-02-10,8.9
88,Montreux/Pierrier,,,,2022-07-11,
89,Vevey (Aviron),,,,2022-03-05,
90,Interlaken,2022-10-23,73.2,29.4,2022-03-07,29.4
91,Yverdon,,,,2022-07-11,
92,Brig-Glis (Briglina),2022-10-28,39.7,0.8,2022-09-24,0.8
93,Bagnes-Le Châble,2022-10-21,28.1,,2022-07-11,
94,Goms,2022-10-28,30.3,,2022-07-17,
95,Martigny,2022-10-26,33.9,-25.4,2022-10-06,25.4
96,Sierre/Noes,2022-10-28,35.3,-41.4,2022-10-15,41.4
97,Sion/Chateauneuf,2022-10-24,31.8,-0.8,2022-06-18,0.8
98,Zermatt,2022-10-27,27.6,-10.0,2022-07-15,10.0
99,Colombier (La Saunerie),2022-10-27,44.4,4.9,2022-10-02,4.9
100,La-Chaux-de-Fonds,2022-10-27,5.4,1.3,2022-03-06,1.3
101,Neuchatel,2022-10-27,22.4,-6.1,2022-03-12,6.1
102,Satigny/Bois-de-Bay,,,,2022-03-21,
103,Thonex/Villette,,,,2022-03-25,
104,Aire,2022-10-26,34.4,7.9,2022-07-04,7.9
105,Laupen,2022-10-27,21.6,0.0,2022-03-12,0.0
106,Delemont (Sede),2022-10-28,8.4,1.3,2022-02-10,1.3
107,Porrentruy (Sepe),2022-10-27,45.3,12.7,2022-03-04,12.7
108,Biel,2022-10-27,27.7,9.7,2022-03-06,9.7
109,Saanen,2022-10-28,52.6,-0.2,2022-03-08,0.2
110,Niederglatt (Fischb.-Gl.),2022-10-28,29.2,5.9,2022-07-11,5.9
111,Thunersee,2022-10-27,18.5,-6.2,2022-03-08,6.2
112,Mittl. Emmental,2022-10-28,8.8,-5.9,2022-03-05,5.9
