,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
55,Klosters (Gulfia),2022-12-28,66.2,-22.0,2022-12-22,22.0
56,Chur,,,,2022-03-12,
57,Arosa,2022-12-28,16.0,-6.7,2022-04-09,6.7
58,Landquart,2022-12-28,46.6,21.8,2022-11-07,21.8
59,Seewis (Vorderes Prättigau),2022-12-28,17.1,10.9,2022-02-28,10.9
60,Aarau,,,,2022-07-20,
61,Baden,,,,2022-03-08,
62,Bremgarten,,,,2022-07-22,
63,Wohlen,,,,2022-03-10,
64,Moossee-Urtenenbach,,,,2022-03-07,
65,Brugg,,,,2022-03-07,
66,Reinach,,,,2022-03-10,
67,Kaisten,,,,2022-07-19,
68,Lenzburg,,,,2022-03-08,
69,Aarburg,,,,2022-03-07,
70,Zofingen,,,,2022-03-10,
71,"Hefenhofen (Aachtal, Moos)",2022-12-28,3.0,-3.0,2022-03-05,3.0
72,Frauenfeld,2022-12-28,7.3,-4.0,2022-03-05,4.0
73,Weinfelden (Mittelthurgau),,,,2022-03-05,
74,Bellinzona (Giubiasco),2022-12-31,55.2,16.8,2022-03-22,16.8
75,Locarno (Foce Ticino),2022-12-31,56.4,-21.6,2022-03-25,21.6
76,Locarno (Foce Maggia),2022-12-31,64.6,10.9,2022-03-22,10.9
77,Lugano,2022-12-29,34.1,-6.9,2022-03-13,6.9
78,Mendrisio (Rancate),2022-12-30,79.3,34.2,2022-02-10,34.2
79,Chiasso (Vacallo),2022-12-30,77.9,2.5,2022-10-08,2.5
80,Bülach,2022-12-30,28.8,6.1,2022-03-10,6.1
81,Lausanne (Vidy),,,,2022-03-07,
82,Morges,,,,2022-03-06,
83,Commugny,,,,2022-03-07,
84,Gland (Apec),,,,2022-03-30,
85,Nyon,,,,2022-03-28,
86,Grindelwald,2022-12-28,34.7,22.4,2022-07-11,22.4
87,Lauterbrunnen,,,,2022-02-10,
88,Montreux/Pierrier,,,,2022-07-11,
89,Vevey (Aviron),,,,2022-03-05,
90,Interlaken,,,,2022-03-07,
91,Yverdon,,,,2022-07-11,
92,Brig-Glis (Briglina),2022-12-29,19.4,-2.8,2022-09-24,2.8
93,Bagnes-Le Châble,2022-12-28,86.7,-1.6,2022-12-23,1.6
94,Goms,2022-12-29,15.3,-7.8,2022-07-17,7.8
95,Martigny,2022-12-28,13.7,1.1,2022-10-10,1.1
96,Sierre/Noes,2022-12-30,26.7,-12.4,2022-10-15,12.4
97,Sion/Chateauneuf,,,,2022-06-18,
98,Zermatt,2022-12-27,40.8,2.4,2022-07-15,2.4
99,Colombier (La Saunerie),2022-12-29,5.4,-31.3,2022-10-02,31.3
100,La-Chaux-de-Fonds,2022-12-29,0.4,-16.0,2022-03-06,16.0
101,Neuchatel,2022-12-29,8.8,-17.5,2022-03-12,17.5
102,Satigny/Bois-de-Bay,,,,2022-03-21,
103,Thonex/Villette,,,,2022-03-25,
104,Aire,,,,2022-12-03,
105,Laupen,2022-12-29,8.8,-1.4,2022-03-12,1.4
106,Delemont (Sede),2022-12-29,12.5,-6.0,2022-02-10,6.0
107,Porrentruy (Sepe),2022-12-28,55.5,32.9,2022-11-17,32.9
108,Biel,,,,2022-03-06,
109,Saanen,2022-12-29,16.8,7.4,2022-03-08,7.4
110,Niederglatt (Fischb.-Gl.),2022-12-30,25.6,-2.7,2022-07-11,2.7
111,Thunersee,2022-12-27,5.4,-3.8,2022-03-08,3.8
112,Mittl. Emmental,2022-12-29,5.2,1.1,2022-03-05,1.1
