,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
31,Andelfingen,2022-11-25,19.3,-79.3,2022-11-14,79.3
32,Herisau (Bachwis),2022-11-25,21.7,1.8,2022-03-17,1.8
33,Lyss,,,,2022-03-10,
34,Appenzell (Boedeli),,,,2022-03-31,
35,St.Gallen (Au),2022-11-24,2.2,-5.8,2022-04-01,5.8
36,St.Gallen (Hofen),,,,2022-03-07,
37,Aarwangen (Zala),,,,2022-02-10,
38,Steinach (Morgental),,,,2022-03-17,
39,Au (Rosenbergsau),,,,2022-03-07,
40,Altenrhein,2022-11-24,18.3,1.7,2022-03-15,1.7
41,Buchs,,,,2022-03-07,
42,Bad Ragaz,,,,2022-03-05,
43,Flums (Seez),,,,2022-03-05,
44,Rapperswil-Jona,,,,2022-03-06,
45,Flawil (Oberglatt),,,,2022-03-07,
46,Wil,,,,2022-03-07,
47,Region Bern,,,,2022-02-10,
48,Poschiavo (Li Geri),2022-11-23,24.0,18.5,2022-11-05,18.5
49,Schluein (Gruob),2022-11-23,36.0,-32.0,2022-03-31,32.0
50,Worblental,,,,2022-03-06,
51,Cazis (Waldau),2022-11-23,20.1,6.1,2022-04-07,6.1
52,Scuol (Sot Ruinas),2022-11-23,14.1,8.2,2022-07-02,8.2
53,S-chanf (Oberengadin),2022-11-23,19.0,4.8,2022-06-30,4.8
54,Davos (Gadenstatt),2022-11-23,14.9,2.4,2022-02-26,2.4
55,Klosters (Gulfia),2022-11-23,74.7,47.9,2022-06-30,47.9
56,Chur,2022-11-24,25.3,8.3,2022-03-12,8.3
57,Arosa,2022-11-23,2.3,-11.0,2022-04-09,11.0
58,Landquart,2022-11-23,32.7,9.6,2022-11-07,9.6
59,Seewis (Vorderes Prättigau),2022-11-23,19.0,-14.0,2022-02-28,14.0
60,Aarau,,,,2022-07-20,
61,Baden,,,,2022-03-08,
62,Bremgarten,,,,2022-07-22,
63,Wohlen,,,,2022-03-10,
64,Moossee-Urtenenbach,,,,2022-03-07,
65,Brugg,,,,2022-03-07,
66,Reinach,,,,2022-03-10,
67,Kaisten,,,,2022-07-19,
68,Lenzburg,,,,2022-03-08,
69,Aarburg,,,,2022-03-07,
70,Zofingen,,,,2022-03-10,
71,"Hefenhofen (Aachtal, Moos)",,,,2022-03-05,
72,Frauenfeld,,,,2022-03-05,
73,Weinfelden (Mittelthurgau),,,,2022-03-05,
74,Bellinzona (Giubiasco),2022-11-25,42.1,19.7,2022-03-22,19.7
75,Locarno (Foce Ticino),2022-11-25,49.1,12.9,2022-03-25,12.9
76,Locarno (Foce Maggia),2022-11-25,43.1,19.8,2022-03-22,19.8
77,Lugano,2022-11-24,40.7,9.6,2022-03-13,9.6
78,Mendrisio (Rancate),2022-11-25,63.0,35.1,2022-02-10,35.1
79,Chiasso (Vacallo),2022-11-25,25.4,-6.0,2022-10-08,6.0
80,Bülach,2022-11-25,11.4,-15.2,2022-03-10,15.2
81,Lausanne (Vidy),2022-11-25,46.0,-54.0,2022-11-18,54.0
82,Morges,,,,2022-03-06,
83,Commugny,,,,2022-03-07,
84,Gland (Apec),,,,2022-03-30,
85,Nyon,,,,2022-03-28,
86,Grindelwald,,,,2022-07-11,
87,Lauterbrunnen,,,,2022-02-10,
88,Montreux/Pierrier,,,,2022-07-11,
89,Vevey (Aviron),,,,2022-03-05,
90,Interlaken,,,,2022-03-07,
91,Yverdon,,,,2022-07-11,
92,Brig-Glis (Briglina),2022-11-24,31.4,-9.6,2022-09-24,9.6
93,Bagnes-Le Châble,,,,2022-07-11,
94,Goms,,,,2022-07-17,
95,Martigny,,,,2022-10-10,
96,Sierre/Noes,2022-11-25,62.0,13.8,2022-10-15,13.8
97,Sion/Chateauneuf,,,,2022-06-18,
98,Zermatt,,,,2022-07-15,
99,Colombier (La Saunerie),2022-11-24,33.6,3.0,2022-10-02,3.0
100,La-Chaux-de-Fonds,2022-11-24,8.4,-3.4,2022-03-06,3.4
101,Neuchatel,2022-11-24,19.7,-1.0,2022-03-12,1.0
102,Satigny/Bois-de-Bay,,,,2022-03-21,
103,Thonex/Villette,,,,2022-03-25,
104,Aire,2022-11-24,71.5,-9.0,2022-07-04,9.0
105,Laupen,2022-11-24,56.4,25.4,2022-03-12,25.4
106,Delemont (Sede),2022-11-25,13.6,-28.5,2022-02-10,28.5
107,Porrentruy (Sepe),,,,2022-11-17,
108,Biel,,,,2022-03-06,
109,Saanen,,,,2022-03-08,
110,Niederglatt (Fischb.-Gl.),2022-11-25,29.2,-13.0,2022-07-11,13.0
111,Thunersee,,,,2022-03-08,
112,Mittl. Emmental,,,,2022-03-05,
