,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
35,Ramsen (Bibertal-Hegau),2023-06-21,0.7,-0.3,2022-12-24,0.3
36,Hallau (Klettgau),,,,2022-12-26,
37,Andelfingen,,,,2022-11-14,
38,Herisau (Bachwis),,,,2022-03-17,
39,Lyss,,,,2022-03-10,
40,Appenzell (Boedeli),2023-06-21,2.1,-2.7,2022-03-31,2.7
41,St.Gallen (Au),,,,2022-04-01,
42,St.Gallen (Hofen),,,,2022-03-07,
43,Aarwangen (Zala),,,,2022-02-10,
44,Steinach (Morgental),,,,2022-03-17,
45,Au (Rosenbergsau),,,,2022-03-07,
46,Altenrhein,2023-06-22,1.6,-0.2,2022-03-15,0.2
47,Buchs,,,,2022-03-07,
48,Bad Ragaz,,,,2022-03-05,
49,Flums (Seez),2023-06-21,0.1,-0.1,2022-03-05,0.1
50,Rapperswil-Jona,2023-06-22,0.4,-0.2,2022-03-06,0.2
51,Flawil (Oberglatt),,,,2022-03-07,
52,Wil,,,,2022-03-07,
53,Region Bern,2023-06-21,0.2,-0.2,2022-02-10,0.2
54,Poschiavo (Li Geri),,,,2022-11-05,
55,Schluein (Gruob),2023-06-21,1.9,-2.5,2023-02-27,2.5
56,Worblental,,,,2022-03-06,
57,Cazis (Waldau),,,,2022-04-07,
58,Scuol (Sot Ruinas),,,,2022-07-02,
59,S-chanf (Oberengadin),2023-06-21,28.6,15.2,2022-12-31,15.2
60,Davos (Gadenstatt),2023-06-21,1.6,-1.8,2022-02-26,1.8
61,Klosters (Gulfia),,,,2022-12-22,
62,Chur,2023-06-22,1.9,0.0,2022-03-12,0.0
63,Arosa,,,,2022-04-09,
64,Landquart,,,,2022-11-07,
65,Seewis (Vorderes Prättigau),,,,2022-02-28,
66,Aarau,2023-06-18,1.9,0.4,2022-12-04,0.4
67,Burgdorf,,,,2022-10-17,
68,Baden,2023-06-17,0.3,-0.5,2022-12-09,0.5
69,Bremgarten,2023-06-19,1.0,-3.0,2022-07-22,3.0
70,Wohlen,,,,2022-12-09,
71,Moossee-Urtenenbach,,,,2022-03-07,
72,Brugg,,,,2022-12-10,
73,Reinach,,,,2022-03-10,
74,Kaisten,2023-06-17,0.3,-1.1,2022-07-19,1.1
75,Lenzburg,,,,2022-11-29,
76,Aarburg,,,,2022-03-07,
77,Zofingen,,,,2022-12-23,
78,"Hefenhofen (Aachtal, Moos)",,,,2022-03-05,
79,Frauenfeld,,,,2022-03-05,
80,Weinfelden (Mittelthurgau),,,,2022-03-05,
81,Bellinzona (Giubiasco),,,,2022-03-22,
82,Locarno (Foce Ticino),,,,2022-03-25,
83,Locarno (Foce Maggia),2023-06-23,0.0,-0.7,2022-03-22,0.7
84,Lugano,2023-06-22,3.3,-1.3,2022-03-13,1.3
85,Mendrisio (Rancate),,,,2022-02-10,
86,Chiasso (Vacallo),2023-06-23,0.0,-2.0,2022-10-08,2.0
87,Bülach,,,,2023-04-16,
88,Lausanne (Vidy),2023-06-21,3.8,0.5,2022-03-07,0.5
89,Morges,,,,2022-03-06,
90,Commugny,,,,2022-03-07,
91,Gland (Apec),,,,2022-03-30,
92,Nyon,,,,2022-03-28,
93,Grindelwald,2023-06-21,4.1,-10.8,2022-07-11,10.8
94,Lauterbrunnen,,,,2022-02-10,
95,Montreux/Pierrier,,,,2022-07-11,
96,Vevey (Aviron),,,,2022-03-05,
97,Interlaken,,,,2022-03-07,
98,Yverdon,,,,2022-07-11,
99,Brig-Glis (Briglina),2023-06-23,2.4,-0.7,2022-09-24,0.7
100,Bagnes-Le Châble,2023-06-19,2.8,-2.0,2023-02-23,2.0
101,Goms,,,,2022-07-17,
102,Martigny,2023-06-21,1.2,-1.4,2022-10-10,1.4
103,Sierre/Noes,2023-06-22,0.7,-0.7,2023-04-30,0.7
104,Sion/Chateauneuf,,,,2022-06-18,
105,Zermatt,,,,2022-07-15,
106,Colombier (La Saunerie),,,,2022-10-02,
107,La-Chaux-de-Fonds,,,,2022-03-06,
108,Neuchatel,2023-06-21,1.4,-0.3,2022-03-12,0.3
109,Satigny/Bois-de-Bay,,,,2022-03-21,
110,Thonex/Villette,,,,2022-03-25,
111,Aire,2023-06-22,6.1,1.0,2022-12-03,1.0
112,Laupen,2023-06-22,3.9,1.4,2022-03-12,1.4
113,Delemont (Sede),2023-06-22,0.4,-0.1,2023-04-10,0.1
114,Porrentruy (Sepe),2023-06-22,2.3,1.0,2022-11-17,1.0
115,Biel,,,,2022-03-06,
116,Saanen,,,,2022-03-08,
117,Niederglatt (Fischb.-Gl.),,,,2022-07-11,
118,Thunersee,2023-06-21,0.6,-0.6,2022-03-08,0.6
119,Mittl. Emmental,,,,2022-03-05,
