,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
84,Gland (Apec),,,,2022-03-30,
85,Nyon,,,,2022-03-28,
86,Grindelwald,2023-01-05,71.4,17.2,2022-07-11,17.2
87,Lauterbrunnen,,,,2022-02-10,
88,Montreux/Pierrier,,,,2022-07-11,
89,Vevey (Aviron),,,,2022-03-05,
90,Interlaken,,,,2022-03-07,
91,Yverdon,,,,2022-07-11,
92,Brig-Glis (Briglina),2023-01-05,12.3,-7.1,2022-09-24,7.1
93,Bagnes-Le Châble,2023-01-03,91.5,4.8,2022-12-23,4.8
94,Goms,,,,2022-07-17,
95,Martigny,2023-01-04,23.5,9.6,2022-10-10,9.6
96,Sierre/Noes,2023-01-06,21.3,-34.9,2022-10-15,34.9
97,Sion/Chateauneuf,,,,2022-06-18,
98,Zermatt,,,,2022-07-15,
99,Colombier (La Saunerie),,,,2022-10-02,
100,La-Chaux-de-Fonds,,,,2022-03-06,
101,Neuchatel,2023-01-04,14.7,-0.7,2022-03-12,0.7
102,Satigny/Bois-de-Bay,,,,2022-03-21,
103,Thonex/Villette,,,,2022-03-25,
104,Aire,2023-01-05,13.9,-9.1,2022-12-03,9.1
105,Laupen,,,,2022-03-12,
106,Delemont (Sede),,,,2022-02-10,
107,Porrentruy (Sepe),2023-01-05,100.0,72.0,2022-11-17,72.0
108,Biel,,,,2022-03-06,
109,Saanen,,,,2022-03-08,
110,Niederglatt (Fischb.-Gl.),,,,2022-07-11,
111,Thunersee,2023-01-05,14.2,6.7,2022-03-08,6.7
112,Mittl. Emmental,,,,2022-03-05,
