,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
29,Ramsen (Bibertal-Hegau),,,,2022-07-23,
30,Hallau (Klettgau),,,,2022-03-13,
31,Andelfingen,2022-12-02,34.7,16.4,2022-11-14,16.4
32,Herisau (Bachwis),2022-12-02,15.5,-6.2,2022-03-17,6.2
33,Lyss,2022-11-30,100.0,89.8,2022-11-28,89.8
34,Appenzell (Boedeli),,,,2022-03-31,
35,St.Gallen (Au),2022-12-01,6.8,2.3,2022-04-01,2.3
36,St.Gallen (Hofen),,,,2022-03-07,
37,Aarwangen (Zala),,,,2022-02-10,
38,Steinach (Morgental),,,,2022-03-17,
39,Au (Rosenbergsau),2022-11-30,26.6,15.0,2022-03-07,15.0
40,Altenrhein,2022-12-01,21.0,1.5,2022-03-15,1.5
41,Buchs,,,,2022-03-07,
42,Bad Ragaz,2022-11-30,9.8,0.6,2022-03-05,0.6
43,Flums (Seez),2022-11-30,2.1,-2.7,2022-03-05,2.7
44,Rapperswil-Jona,2022-12-01,13.9,2.3,2022-03-06,2.3
45,Flawil (Oberglatt),,,,2022-03-07,
46,Wil,2022-11-30,13.5,10.8,2022-03-07,10.8
47,Region Bern,2022-12-02,11.0,-2.8,2022-02-10,2.8
48,Poschiavo (Li Geri),2022-11-30,21.0,1.6,2022-11-05,1.6
49,Schluein (Gruob),2022-11-30,40.9,11.5,2022-03-31,11.5
50,Worblental,2022-12-01,21.0,6.5,2022-03-06,6.5
51,Cazis (Waldau),2022-11-30,10.5,-7.5,2022-04-07,7.5
52,Scuol (Sot Ruinas),2022-11-30,19.2,5.0,2022-07-02,5.0
53,S-chanf (Oberengadin),2022-11-30,27.3,11.5,2022-06-30,11.5
54,Davos (Gadenstatt),2022-11-30,25.2,1.3,2022-02-26,1.3
55,Klosters (Gulfia),2022-11-30,88.4,13.8,2022-06-30,13.8
56,Chur,2022-12-01,13.0,-7.6,2022-03-12,7.6
57,Arosa,,,,2022-04-09,
58,Landquart,2022-11-30,10.2,-14.5,2022-11-07,14.5
59,Seewis (Vorderes Prättigau),2022-11-30,13.7,-4.7,2022-02-28,4.7
60,Aarau,,,,2022-07-20,
61,Baden,,,,2022-03-08,
62,Bremgarten,,,,2022-07-22,
63,Wohlen,,,,2022-03-10,
64,Moossee-Urtenenbach,2022-11-30,22.2,16.6,2022-03-07,16.6
65,Brugg,,,,2022-03-07,
66,Reinach,,,,2022-03-10,
67,Kaisten,,,,2022-07-19,
68,Lenzburg,,,,2022-03-08,
69,Aarburg,,,,2022-03-07,
70,Zofingen,,,,2022-03-10,
71,"Hefenhofen (Aachtal, Moos)",2022-11-30,13.5,10.2,2022-03-05,10.2
72,Frauenfeld,2022-11-30,15.6,13.2,2022-03-05,13.2
73,Weinfelden (Mittelthurgau),2022-11-30,30.2,18.0,2022-03-05,18.0
74,Bellinzona (Giubiasco),2022-12-02,80.2,35.4,2022-03-22,35.4
75,Locarno (Foce Ticino),2022-12-02,41.2,-7.8,2022-03-25,7.8
76,Locarno (Foce Maggia),2022-12-02,73.0,30.7,2022-03-22,30.7
77,Lugano,2022-12-01,27.0,-4.9,2022-03-13,4.9
78,Mendrisio (Rancate),2022-12-02,53.4,-10.4,2022-02-10,10.4
79,Chiasso (Vacallo),2022-12-02,64.7,32.3,2022-10-08,32.3
80,Bülach,2022-12-02,17.5,3.1,2022-03-10,3.1
81,Lausanne (Vidy),2022-11-30,27.1,-25.4,2022-03-07,25.4
82,Morges,,,,2022-03-06,
83,Commugny,,,,2022-03-07,
84,Gland (Apec),,,,2022-03-30,
85,Nyon,,,,2022-03-28,
86,Grindelwald,2022-11-30,19.7,15.0,2022-07-11,15.0
87,Lauterbrunnen,,,,2022-02-10,
88,Montreux/Pierrier,,,,2022-07-11,
89,Vevey (Aviron),,,,2022-03-05,
90,Interlaken,2022-11-30,32.0,12.9,2022-03-07,12.9
91,Yverdon,,,,2022-07-11,
92,Brig-Glis (Briglina),2022-12-01,37.0,8.8,2022-09-24,8.8
93,Bagnes-Le Châble,2022-11-30,59.4,,2022-07-11,
94,Goms,2022-11-30,11.3,-31.2,2022-07-17,31.2
95,Martigny,2022-11-30,24.9,17.3,2022-10-10,17.3
96,Sierre/Noes,2022-12-02,42.9,-9.8,2022-10-15,9.8
97,Sion/Chateauneuf,2022-12-02,20.0,3.4,2022-06-18,3.4
98,Zermatt,2022-11-29,21.3,18.2,2022-07-15,18.2
99,Colombier (La Saunerie),2022-12-01,32.6,2.3,2022-10-02,2.3
100,La-Chaux-de-Fonds,2022-12-01,7.8,0.6,2022-03-06,0.6
101,Neuchatel,2022-12-01,39.9,14.7,2022-03-12,14.7
102,Satigny/Bois-de-Bay,,,,2022-03-21,
103,Thonex/Villette,,,,2022-03-25,
104,Aire,2022-12-01,67.1,3.0,2022-07-04,3.0
105,Laupen,2022-12-01,30.8,-11.8,2022-03-12,11.8
106,Delemont (Sede),2022-12-02,30.1,16.3,2022-02-10,16.3
107,Porrentruy (Sepe),2022-11-30,51.3,-5.0,2022-11-17,5.0
108,Biel,2022-12-01,40.8,23.3,2022-03-06,23.3
109,Saanen,2022-12-01,37.9,13.7,2022-03-08,13.7
110,Niederglatt (Fischb.-Gl.),2022-12-02,39.0,10.6,2022-07-11,10.6
111,Thunersee,2022-12-01,8.9,-3.8,2022-03-08,3.8
112,Mittl. Emmental,2022-12-02,12.1,5.9,2022-03-05,5.9
