,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
82,Locarno (Foce Ticino),,,,2022-03-25,
83,Locarno (Foce Maggia),2023-02-18,7.8,2.9,2022-03-22,2.9
84,Lugano,2023-02-16,22.4,6.5,2022-03-13,6.5
85,Mendrisio (Rancate),,,,2022-02-10,
86,Chiasso (Vacallo),2023-02-17,9.0,2.8,2022-10-08,2.8
87,Bülach,2023-02-23,32.3,18.2,2022-03-10,18.2
88,Lausanne (Vidy),2023-02-18,2.7,-2.6,2022-03-07,2.6
89,Morges,,,,2022-03-06,
90,Commugny,,,,2022-03-07,
91,Gland (Apec),,,,2022-03-30,
92,Nyon,,,,2022-03-28,
93,Grindelwald,2023-02-16,16.5,-2.1,2022-07-11,2.1
94,Lauterbrunnen,,,,2022-02-10,
95,Montreux/Pierrier,,,,2022-07-11,
96,Vevey (Aviron),,,,2022-03-05,
97,Interlaken,,,,2022-03-07,
98,Yverdon,,,,2022-07-11,
99,Brig-Glis (Briglina),2023-02-16,24.4,2.8,2022-09-24,2.8
100,Bagnes-Le Châble,2023-02-16,22.6,-6.7,2022-12-23,6.7
101,Goms,,,,2022-07-17,
102,Martigny,2023-02-17,5.3,2.6,2022-10-10,2.6
103,Sierre/Noes,2023-02-17,19.4,5.3,2022-10-15,5.3
104,Sion/Chateauneuf,,,,2022-06-18,
105,Zermatt,,,,2022-07-15,
106,Colombier (La Saunerie),,,,2022-10-02,
107,La-Chaux-de-Fonds,,,,2022-03-06,
108,Neuchatel,2023-02-22,9.0,3.2,2022-03-12,3.2
109,Satigny/Bois-de-Bay,,,,2022-03-21,
110,Thonex/Villette,,,,2022-03-25,
111,Aire,2023-02-16,24.5,4.3,2022-12-03,4.3
112,Laupen,2023-02-16,16.3,7.5,2022-03-12,7.5
113,Delemont (Sede),2023-02-18,5.4,2.2,2022-02-10,2.2
114,Porrentruy (Sepe),2023-02-16,15.5,5.6,2022-11-17,5.6
115,Biel,,,,2022-03-06,
116,Saanen,,,,2022-03-08,
117,Niederglatt (Fischb.-Gl.),,,,2022-07-11,
118,Thunersee,2023-02-17,4.6,-0.1,2022-03-08,0.1
119,Mittl. Emmental,,,,2022-03-05,
