,name,date,vl_percentile_mean7d,vl_percentile_mean7d_diff_pp,max_date,vl_percentile_mean7d_diff_pp_show
83,Locarno (Foce Maggia),2023-03-03,43.5,,2022-03-22,
84,Lugano,2023-03-02,21.2,5.2,2022-03-13,5.2
85,Mendrisio (Rancate),,,,2022-02-10,
86,Chiasso (Vacallo),2023-03-03,58.0,,2022-10-08,
87,Bülach,2023-03-02,25.4,-0.9,2022-03-10,0.9
88,Lausanne (Vidy),2023-03-03,7.6,-7.2,2022-03-07,7.2
89,Morges,,,,2022-03-06,
90,Commugny,,,,2022-03-07,
91,Gland (Apec),,,,2022-03-30,
92,Nyon,,,,2022-03-28,
93,Grindelwald,2023-03-02,15.6,-14.0,2022-07-11,14.0
94,Lauterbrunnen,,,,2022-02-10,
95,Montreux/Pierrier,,,,2022-07-11,
96,Vevey (Aviron),,,,2022-03-05,
97,Interlaken,,,,2022-03-07,
98,Yverdon,,,,2022-07-11,
99,Brig-Glis (Briglina),2023-03-03,53.9,29.0,2022-09-24,29.0
100,Bagnes-Le Châble,2023-02-28,53.5,-25.1,2023-02-23,25.1
101,Goms,,,,2022-07-17,
102,Martigny,2023-03-01,7.0,-3.0,2022-10-10,3.0
103,Sierre/Noes,2023-03-02,40.9,4.8,2022-10-15,4.8
104,Sion/Chateauneuf,,,,2022-06-18,
105,Zermatt,,,,2022-07-15,
106,Colombier (La Saunerie),,,,2022-10-02,
107,La-Chaux-de-Fonds,,,,2022-03-06,
108,Neuchatel,2023-03-01,9.0,0.3,2022-03-12,0.3
109,Satigny/Bois-de-Bay,,,,2022-03-21,
110,Thonex/Villette,,,,2022-03-25,
111,Aire,2023-03-01,14.7,-0.9,2022-12-03,0.9
112,Laupen,2023-02-28,12.6,5.0,2022-03-12,5.0
113,Delemont (Sede),2023-03-02,11.3,-2.5,2022-02-10,2.5
114,Porrentruy (Sepe),2023-03-02,7.0,-3.8,2022-11-17,3.8
115,Biel,,,,2022-03-06,
116,Saanen,,,,2022-03-08,
117,Niederglatt (Fischb.-Gl.),,,,2022-07-11,
118,Thunersee,2023-03-01,6.2,-3.6,2022-03-08,3.6
119,Mittl. Emmental,,,,2022-03-05,
