date,Neue Fälle,7-Tages-Durchschnitt,baseline
2020-08-15,19,17.0,0
2020-08-16,11,18.0,0
2020-08-17,9,18.0,0
2020-08-18,27,18.0,0
2020-08-19,30,18.0,0
2020-08-20,15,18.0,0
2020-08-21,17,18.0,0
2020-08-22,19,18.0,0
2020-08-23,15,19.0,0
2020-08-24,9,19.0,0
2020-08-25,29,19.0,0
2020-08-26,34,20.0,0
2020-08-27,27,21.0,0
2020-08-28,23,22.0,0
2020-08-29,23,23.0,0
2020-08-30,9,22.0,0
2020-08-31,7,22.0,0
2020-09-01,18,20.0,0
2020-09-02,20,18.0,0
2020-09-03,27,18.0,0
2020-09-04,27,19.0,0
2020-09-05,20,18.0,0
2020-09-06,5,18.0,0
2020-09-07,15,19.0,0
2020-09-08,20,19.0,0
2020-09-09,19,19.0,0
2020-09-10,30,19.0,0
2020-09-11,19,18.0,0
2020-09-12,23,19.0,0
2020-09-13,13,20.0,0
2020-09-14,7,19.0,0
2020-09-15,28,20.0,0
2020-09-16,37,22.0,0
2020-09-17,22,21.0,0
2020-09-18,28,23.0,0
2020-09-19,12,21.0,0
2020-09-20,14,21.0,0
2020-09-21,10,22.0,0
2020-09-22,21,21.0,0
2020-09-23,15,17.0,0
2020-09-24,10,16.0,0
2020-09-25,17,14.0,0
2020-09-26,6,13.0,0
2020-09-27,5,12.0,0
2020-09-28,6,11.0,0
2020-09-29,10,10.0,0
2020-09-30,18,10.0,0
2020-10-01,16,11.0,0
2020-10-02,16,11.0,0
2020-10-03,24,14.0,0
2020-10-04,10,14.0,0
2020-10-05,16,16.0,0
2020-10-06,43,20.0,0
2020-10-07,55,26.0,0
2020-10-08,58,32.0,0
2020-10-09,65,39.0,0
2020-10-10,63,44.0,0
2020-10-11,24,46.0,0
2020-10-12,45,50.0,0
2020-10-13,130,63.0,0
2020-10-14,142,75.0,0
2020-10-15,147,88.0,0
2020-10-16,155,101.0,0
2020-10-17,123,109.0,0
2020-10-18,89,119.0,0
2020-10-19,87,125.0,0
2020-10-20,258,143.0,0
2020-10-21,273,162.0,0
2020-10-22,269,179.0,0
2020-10-23,266,195.0,0
2020-10-24,324,224.0,0
2020-10-25,157,233.0,0
2020-10-26,280,261.0,0
2020-10-27,441,287.0,0
2020-10-28,460,314.0,0
2020-10-29,388,331.0,0
2020-10-30,389,348.0,0
2020-10-31,367,355.0,0
2020-11-01,285,373.0,0
2020-11-02,250,369.0,0
2020-11-03,466,372.0,0
2020-11-04,496,377.0,0
2020-11-05,457,387.0,0
2020-11-06,398,388.0,0
2020-11-07,363,388.0,0
2020-11-08,131,366.0,0
2020-11-09,192,358.0,0
2020-11-10,454,356.0,0
2020-11-11,324,331.0,0
2020-11-12,330,313.0,0
2020-11-13,335,304.0,0
2020-11-14,264,290.0,0
2020-11-15,103,286.0,0
2020-11-16,228,291.0,0
2020-11-17,408,285.0,0
2020-11-18,341,287.0,0
2020-11-19,373,293.0,0
2020-11-20,455,310.0,0
2020-11-21,292,314.0,0
2020-11-22,90,312.0,0
2020-11-23,260,317.0,0
2020-11-24,432,320.0,0
2020-11-25,454,337.0,0
2020-11-26,306,327.0,0
2020-11-27,339,310.0,0
2020-11-28,259,306.0,0
2020-11-29,122,310.0,0
2020-11-30,320,319.0,0
2020-12-01,405,315.0,0
2020-12-02,365,302.0,0
2020-12-03,376,312.0,0
2020-12-04,379,318.0,0
2020-12-05,335,329.0,0
2020-12-06,125,329.0,0
2020-12-07,312,328.0,0
2020-12-08,469,337.0,0
2020-12-09,510,358.0,0
2020-12-10,464,371.0,0
2020-12-11,415,376.0,0
2020-12-12,379,382.0,0
2020-12-13,198,392.0,0
2020-12-14,305,391.0,0
2020-12-15,568,406.0,0
2020-12-16,536,409.0,0
2020-12-17,496,414.0,0
2020-12-18,452,419.0,0
2020-12-19,312,410.0,0
2020-12-20,175,406.0,0
2020-12-21,309,407.0,0
2020-12-22,575,408.0,0
2020-12-23,465,398.0,0
2020-12-24,466,393.0,0
2020-12-25,156,351.0,0
2020-12-26,202,335.0,0
2020-12-27,159,333.0,0
2020-12-28,341,338.0,0
2020-12-29,468,322.0,0
2020-12-30,393,312.0,0
2020-12-31,374,299.0,0
2021-01-01,127,295.0,0
2021-01-02,251,302.0,0
2021-01-03,122,297.0,0
2021-01-04,308,292.0,0
2021-01-05,402,282.0,0
2021-01-06,338,275.0,0
2021-01-07,243,256.0,0
2021-01-08,240,272.0,0
2021-01-09,204,265.0,0
2021-01-10,117,265.0,0
2021-01-11,203,250.0,0
2021-01-12,276,232.0,0
2021-01-13,183,209.0,0
2021-01-14,261,212.0,0
2021-01-15,157,200.0,0
2021-01-16,159,194.0,0
2021-01-17,71,187.0,0
2021-01-18,173,183.0,0
2021-01-19,222,175.0,0
2021-01-20,197,177.0,0
2021-01-21,204,169.0,0
2021-01-22,177,172.0,0
2021-01-23,160,172.0,0
2021-01-24,41,168.0,0
2021-01-25,130,162.0,0
2021-01-26,179,155.0,0
2021-01-27,138,147.0,0
2021-01-28,150,139.0,0
2021-01-29,149,135.0,0
2021-01-30,109,128.0,0
2021-01-31,50,129.0,0
2021-02-01,95,124.0,0
2021-02-02,139,119.0,0
2021-02-03,110,115.0,0
2021-02-04,117,110.0,0
2021-02-05,130,107.0,0
2021-02-06,81,103.0,0
2021-02-07,31,100.0,0
2021-02-08,66,96.0,0
2021-02-09,100,91.0,0
2021-02-10,94,88.0,0
2021-02-11,80,83.0,0
2021-02-12,71,75.0,0
2021-02-13,82,75.0,0
2021-02-14,19,73.0,0
2021-02-15,77,75.0,0
2021-02-16,74,71.0,0
2021-02-17,74,68.0,0
2021-02-18,60,65.0,0
2021-02-19,74,66.0,0
2021-02-20,40,60.0,0
2021-02-21,28,61.0,0
2021-02-22,63,59.0,0
2021-02-23,89,61.0,0
2021-02-24,84,63.0,0
2021-02-25,74,65.0,0
2021-02-26,95,68.0,0
2021-02-27,68,72.0,0
2021-02-28,39,,0
2021-03-01,62,,0
